Serial No.,Course ID,Course Name,Teacher Name,Teacher Rating,Teacher Friendliness,Course Difficulty,Teacher Teaching Skills,Number of Credits
1312,CSE2006 ,Microprocessor and Interfacing,Dr. sen,1,2,2,4,4
1313,CSE2014,Compiler Design,Dr. shakuntla/baby,2,4,1,1,2
1314,ECE3502,IoT Domain Analyst,Dr. imamudeen,4,1,2,2,5
1315,CSE3025 ,Large Scale Data Processing,Dr. parshotam,3,3,1,2,2
1316,CSE4003 ,Cyber Security,Dr. bipin,2,5,0,4,3
1317,MAT1014,Discrete Mathematics and Graph Theory,Dr. anta,2,5,3,5,3
1318,CSE4022 ,Natural Language Processing,Dr. mandeep,2,5,2,3,4
1319,CSE2006 ,Microprocessor and Interfacing,Dr. begumpur,1,5,4,5,4
1320,CSE2023,Robotic Process Automation,Dr. ranjita,2,4,2,5,4
1321,CSE2001 ,Computer Architecture and Organization,Dr. suryanath,2,4,4,5,4
1322,CSE4001 ,Parallel and Distributed Computing,Dr. natasha,5,5,2,2,2
1323,CSE3002 ,Internet and Web Programming,Dr. mobin,2,4,2,4,2
1324,CSE3502,Information Security Management,Dr. parveen,2,3,3,4,4
1325,CSE3002 ,Internet and Web Programming,Dr. vipiv,4,5,2,1,2
1326,CSE3501,Information Security Analysis and Audit,Dr. yunishs,3,3,1,4,2
1327,EEE1001,Basic Electrical and Electronics Engineering,Dr. naulesh,3,4,5,1,5
1328,CSE4020 ,Machine Learning,Dr. vaishanvi,1,3,3,5,3
1329,CSE3011 ,Robotics and its Applications,Dr. ramavtar,4,5,2,5,3
1330,CSE4014 ,High Performance Computing,Dr. yogita,1,3,2,2,3
1331,CSE3006 ,Embedded System Design,Dr. girja,5,2,0,3,2
1332,CSE2012,Design and analysis of algorithms,Dr. sahbuddin,5,4,0,4,4
1333,MAT2002,Applications of Differential and Difference Equations,Dr. saidas,4,4,2,3,5
1334,CSE3502,Information Security Management,Dr. lucky,5,5,3,5,2
1335,CSE4014 ,High Performance Computing,Dr. ridhima,3,1,3,3,2
1336,CSE3020 ,Data Visualization,Dr. chanderkali,3,4,3,2,5
1337,CSE3502,Information Security Management,Dr. ganpatram,4,2,1,4,2
1338,CSE2004 ,Database Management Systems,Dr. gurbachan,3,2,3,5,3
1339,MAT2002,Applications of Differential and Difference Equations,Dr. shalesh,4,5,5,4,5
1340,MAT2002,Applications of Differential and Difference Equations,Dr. maryam,3,4,3,4,2
1341,CSE4020 ,Machine Learning,Dr. anuja,3,4,2,5,2
1342,CSE3502,Information Security Management,Dr. tilakram,3,5,3,5,3
1343,CSE2012,Design and analysis of algorithms,Dr. rammurti,5,4,4,1,5
1344,CSE1003 ,Digital Logic and Design,Dr. basibul,4,2,0,1,3
1345,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. kasumbi,4,1,1,2,2
1346,CSE4001 ,Parallel and Distributed Computing,Dr. khusbhu,5,3,3,5,5
1347,CSE4004 ,Digital Forensics,Dr. sudhir,1,3,3,3,5
1348,CSE4003 ,Cyber Security,Dr. sima,5,4,2,5,2
1349,CSE4019 ,Image Processing,Dr. joycee,1,5,0,4,3
1350,CSE2011 ,Data Structures and Algorithms,Dr. minaxi,2,3,2,1,3
1351,CSE3501,Information Security Analysis and Audit,Dr. pandit,5,3,2,5,2
1352,CSE2011 ,Data Structures and Algorithms,Dr. ramniwasj,1,5,2,4,5
1353,CSE3021 ,Social and Information Networks,Dr. himansi,4,3,2,2,3
1354,MAT2002,Applications of Differential and Difference Equations,Dr. dhana,3,4,1,5,2
1355,MAT1014,Discrete Mathematics and Graph Theory,Dr. ishwari,4,5,3,4,4
1356,CSE4020 ,Machine Learning,Dr. shaloo,2,2,2,2,2
1357,CSE3006 ,Embedded System Design,Dr. surendr,5,4,2,5,3
1358,MAT1014,Discrete Mathematics and Graph Theory,Dr. bhagwat,2,1,1,3,4
1359,CSE3009 ,Internet of Things,Dr. mairy,2,2,3,2,4
1360,CSE3025 ,Large Scale Data Processing,Dr. pryanika,5,5,3,2,3
1361,CSE4022 ,Natural Language Processing,Dr. sokat,4,4,4,3,4
1362,CSE2014,Compiler Design,Dr. rinju,5,5,1,3,3
1363,CSE4015 ,Human Computer Interaction,Dr. ruchendra,1,1,1,2,3
1364,CSE2023,Robotic Process Automation,Dr. koshlya,4,4,3,2,4
1365,CSE4015 ,Human Computer Interaction,Dr. jioty,4,1,1,5,2
1366,MAT3004 ,Applied Linear Algebra,Dr. hem,4,3,1,4,4
1367,CSE3013 ,Artificial Intelligence,Dr. murari,4,5,1,1,2
1368,CSE3020 ,Data Visualization,Dr. peenu,4,5,1,1,3
1369,CSE1004 ,Network and Communication,Dr. prabhatyashi,2,3,0,3,5
1370,ECE3501,IoT Fundamentals,Dr. shima,3,3,0,2,4
1371,CSE3501,Information Security Analysis and Audit,Dr. rukshar,3,2,1,4,2
1372,CSE4011 ,Virtualization,Dr. seva,2,3,0,5,3
1373,MAT2002,Applications of Differential and Difference Equations,Dr. adityalok,3,3,3,3,3
1374,CSE2012,Design and analysis of algorithms,Dr. jashinal,2,5,3,4,2
1375,EEE1001,Basic Electrical and Electronics Engineering,Dr. nazeem,3,5,1,5,5
1376,CSE4011 ,Virtualization,Dr. naajim,5,2,2,4,2
1377,ECE3502,IoT Domain Analyst,Dr. faiyaaz,3,1,2,1,3
1378,CSE3025 ,Large Scale Data Processing,Dr. choti,4,4,3,5,3
1379,CSE3024 ,Web Mining,Dr. raj,2,1,3,5,4
1380,CSE4014 ,High Performance Computing,Dr. selva,2,2,2,3,5
1381,CSE3006 ,Embedded System Design,Dr. chumki,3,2,2,1,3
1382,CSE3013 ,Artificial Intelligence,Dr. parsuram,5,5,3,1,3
1383,CSE2013,Theory of Computation,Dr. radha,3,4,2,1,2
1384,CSE2004 ,Database Management Systems,Dr. rikkenchi,3,1,3,2,4
1385,CSE4001 ,Parallel and Distributed Computing,Dr. sahdab,2,1,2,5,4
1386,CSE3013 ,Artificial Intelligence,Dr. jisu,2,2,2,3,5
1387,MAT2002,Applications of Differential and Difference Equations,Dr. galiya,2,5,4,3,5
1388,CSE3013 ,Artificial Intelligence,Dr. sudhdev,3,5,1,1,2
1389,CSE2014,Compiler Design,Dr. rasab,3,1,3,4,5
1390,CSE3009 ,Internet of Things,Dr. nasrudeen,4,1,2,1,2
1391,CSE3009 ,Internet of Things,Dr. shakuntla,3,2,1,2,2
1392,CSE4020 ,Machine Learning,Dr. momita,2,4,2,2,5
1393,CSE3025 ,Large Scale Data Processing,Dr. kanchaniya,1,5,2,1,3
1394,CSE3001 ,Software Engineering,Dr. akhileshwer,2,5,2,1,3
1395,CSE4004 ,Digital Forensics,Dr. saku,4,3,5,5,5
1396,CSE3001 ,Software Engineering,Dr. karamjeet,1,1,3,2,3
1397,MAT3004 ,Applied Linear Algebra,Dr. tushar,1,2,3,5,4
1398,CSE2006 ,Microprocessor and Interfacing,Dr. banita,5,3,5,2,5
1399,ECE3501,IoT Fundamentals,Dr. ilma,5,3,1,3,2
1400,CSE3002 ,Internet and Web Programming,Dr. khushboo,5,3,0,3,5
1401,CSE1007 ,Java Programming,Dr. khurshida,5,3,1,3,2
1402,CSE3024 ,Web Mining,Dr. hasmita,2,4,2,3,2
1403,CSE3009 ,Internet of Things,Dr. samon,4,5,2,3,4
1404,CSE1007 ,Java Programming,Dr. chanden,2,2,1,1,3
1405,CSE4003 ,Cyber Security,Dr. ghansyam,1,1,4,4,4
1406,CSE4014 ,High Performance Computing,Dr. mannu,1,2,1,2,3
1407,CSE2011 ,Data Structures and Algorithms,Dr. sagira,4,4,3,4,4
1408,CSE3021 ,Social and Information Networks,Dr. prity,3,1,6,4,5
1409,CSE2011 ,Data Structures and Algorithms,Dr. khushboo,2,1,2,5,4
1410,CSE3501,Information Security Analysis and Audit,Dr. jitander,2,4,1,3,4
1411,CSE4014 ,High Performance Computing,Dr. girija,3,2,2,5,3
1412,CSE1004 ,Network and Communication,Dr. ashsish,1,5,5,3,5
1413,CSE2001 ,Computer Architecture and Organization,Dr. bharkah,2,2,0,5,5
1414,ECE3501,IoT Fundamentals,Dr. farhanaz,3,1,1,2,2
1415,CSE3002 ,Internet and Web Programming,Dr. faiyaaz,4,3,1,4,4
1416,ECE3502,IoT Domain Analyst,Dr. tanushri,1,3,1,5,3
1417,CSE4014 ,High Performance Computing,Dr. anno,3,3,0,4,2
1418,CSE2001 ,Computer Architecture and Organization,Dr. dropati,2,3,2,1,3
1419,CSE3013 ,Artificial Intelligence,Dr. jadu,3,1,2,3,3
1420,CSE3021 ,Social and Information Networks,Dr. nandani,2,1,0,1,5
1421,CSE3020 ,Data Visualization,Dr. vishwanath,1,3,5,3,4
1422,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. aktri,4,1,2,4,3
1423,CSE2005 ,Operating Systems,Dr. gurmel,3,3,2,4,4
1424,CSE4019 ,Image Processing,Dr. bhawari,4,4,1,5,2
1425,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. yaqoob,2,4,2,1,2
1426,CSE2006 ,Microprocessor and Interfacing,Dr. nargish,1,5,0,2,3
1427,ECE3501,IoT Fundamentals,Dr. arati,3,4,1,1,4
1428,CSE4004 ,Digital Forensics,Dr. vipin,1,4,3,1,4
1429,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. hazara,4,5,1,5,3
1430,CSE2013,Theory of Computation,Dr. amrjeet,5,5,3,3,3
1431,CSE2004 ,Database Management Systems,Dr. shma,4,1,3,2,4
1432,CSE2011 ,Data Structures and Algorithms,Dr. vidha,2,5,2,5,5
1433,CSE3020 ,Data Visualization,Dr. neha,1,5,1,2,2
1434,MAT3004 ,Applied Linear Algebra,Dr. kanhyalal,1,2,0,2,3
1435,CSE4003 ,Cyber Security,Dr. jasiram,2,5,1,3,4
1436,MAT3004 ,Applied Linear Algebra,Dr. dushyant,5,4,4,5,4
1437,CSE3029 ,Game Programming,Dr. raghubir,3,5,3,4,4
1438,CSE3011 ,Robotics and its Applications,Dr. jeet,2,5,2,1,2
1439,CSE3021 ,Social and Information Networks,Dr. himal,4,1,4,2,4
1440,CSE2006 ,Microprocessor and Interfacing,Dr. ravish,4,4,2,3,4
1441,CSE2013,Theory of Computation,Dr. araslan,5,5,4,3,5
1442,CSE4004 ,Digital Forensics,Dr. pryanka,1,4,5,2,5
1443,CSE3009 ,Internet of Things,Dr. kushum,4,2,1,1,2
1444,CSE2005 ,Operating Systems,Dr. ravi,5,5,1,4,2
1445,CSE2011 ,Data Structures and Algorithms,Dr. priyaka,3,1,3,5,3
1446,CSE1007 ,Java Programming,Dr. chetanram,4,3,0,2,5
1447,CSE2006 ,Microprocessor and Interfacing,Dr. joshna,5,4,2,4,3
1448,CSE2005 ,Operating Systems,Dr. monam,3,3,2,3,2
1449,CSE4014 ,High Performance Computing,Dr. jahir,3,2,0,5,3
1450,CSE3002 ,Internet and Web Programming,Dr. nabi,2,5,3,2,3
1451,CSE1007 ,Java Programming,Dr. konika,2,4,2,3,2
1452,CSE3006 ,Embedded System Design,Dr. lisha,2,4,1,3,2
1453,CSE4014 ,High Performance Computing,Dr. choga,4,2,1,5,3
1454,CSE3013 ,Artificial Intelligence,Dr. chappla,2,4,6,4,5
1455,CSE3505,Foundations of Data Analytics,Dr. somi,1,2,1,1,4
1456,CSE4011 ,Virtualization,Dr. kashish,1,4,2,2,4
1457,CSE3505,Foundations of Data Analytics,Dr. jiwan,2,3,1,3,2
1458,CSE2004 ,Database Management Systems,Dr. muntjar,4,2,4,5,5
1459,CSE3006 ,Embedded System Design,Dr. ankaj,5,5,0,4,5
1460,CSE4022 ,Natural Language Processing,Dr. narender,5,3,1,1,3
1461,CSE3029 ,Game Programming,Dr. dhakhadevi,3,2,2,5,5
1462,MAT1014,Discrete Mathematics and Graph Theory,Dr. faiz,2,4,2,4,4
1463,CSE4020 ,Machine Learning,Dr. munesh,4,3,3,1,4
1464,CSE3501,Information Security Analysis and Audit,Dr. madina,2,4,2,3,4
1465,CSE4011 ,Virtualization,Dr. akheelesh,1,3,2,4,5
1466,CSE3013 ,Artificial Intelligence,Dr. damini,1,3,1,1,2
1467,CSE3025 ,Large Scale Data Processing,Dr. chetanram,4,1,0,1,2
1468,CSE3009 ,Internet of Things,Dr. braj,3,3,0,3,5
1469,EEE1001,Basic Electrical and Electronics Engineering,Dr. layba,2,3,2,5,3
1470,MAT2002,Applications of Differential and Difference Equations,Dr. onginye,4,3,2,4,3
1471,CSE2006 ,Microprocessor and Interfacing,Dr. sarwesh,1,3,3,1,3
1472,EEE1001,Basic Electrical and Electronics Engineering,Dr. akansha,2,1,0,4,4
1473,CSE3002 ,Internet and Web Programming,Dr. vikas,5,5,0,3,2
1474,CSE4022 ,Natural Language Processing,Dr. sonam,2,3,2,4,2
1475,CSE3013 ,Artificial Intelligence,Dr. ruksar,1,4,2,3,5
1476,CSE3006 ,Embedded System Design,Dr. dinkar,2,5,4,3,4
1477,CSE4022 ,Natural Language Processing,Dr. fija,2,2,1,2,4
1478,CSE3020 ,Data Visualization,Dr. shampa,3,2,2,4,2
1479,CSE3011 ,Robotics and its Applications,Dr. jayotli,3,2,0,3,2
1480,CSE3025 ,Large Scale Data Processing,Dr. jeeth,4,2,0,3,2
1481,CSE2013,Theory of Computation,Dr. kaif,3,1,1,2,2
1482,MAT3004 ,Applied Linear Algebra,Dr. putulu,1,2,1,1,4
1483,CSE2005 ,Operating Systems,Dr. hiri,2,4,2,1,2
1484,CSE3006 ,Embedded System Design,Dr. gafur,3,5,2,1,3
1485,CSE2004 ,Database Management Systems,Dr. shittal,1,2,2,3,3
1486,CSE2005 ,Operating Systems,Dr. nur,3,2,1,2,3
1487,CSE4004 ,Digital Forensics,Dr. gomati,3,2,1,1,4
1488,CSE3505,Foundations of Data Analytics,Dr. kesha,2,1,2,5,5
1489,CSE3009 ,Internet of Things,Dr. tarannum,4,5,3,1,3
1490,CSE3020 ,Data Visualization,Dr. masoom,1,1,2,1,4
1491,CSE4015 ,Human Computer Interaction,Dr. ajmer,5,2,2,3,2
1492,CSE3011 ,Robotics and its Applications,Dr. bechan,4,4,1,4,2
1493,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. shulekha,3,4,3,1,4
1494,CSE4015 ,Human Computer Interaction,Dr. sarojani,1,1,1,4,3
1495,CSE3013 ,Artificial Intelligence,Dr. prachi,1,5,1,1,3
1496,CSE4001 ,Parallel and Distributed Computing,Dr. khursheed,1,4,5,4,4
1497,CSE2004 ,Database Management Systems,Dr. manpreet,2,4,4,3,3
1498,CSE3506,Essentials of Data Analytics,Dr. parmjeet,4,2,2,4,3
1499,CSE3502,Information Security Management,Dr. kushum,4,2,3,1,5
1500,CSE4011 ,Virtualization,Dr. perveen,3,5,2,5,4
1501,CSE2014,Compiler Design,Dr. jahgeer,2,4,1,3,2
1502,CSE2001 ,Computer Architecture and Organization,Dr. rajmani,5,1,3,1,5
1503,CSE4001 ,Parallel and Distributed Computing,Dr. monam,3,2,2,5,3
1504,CSE3009 ,Internet of Things,Dr. ramchandra,5,1,3,5,3
1505,CSE1003 ,Digital Logic and Design,Dr. rajkarnta,3,3,1,4,2
1506,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. sunarki,3,3,1,3,4
1507,CSE3029 ,Game Programming,Dr. sham,1,4,1,5,2
1508,CSE2014,Compiler Design,Dr. maya,4,5,3,2,5
1509,CSE4014 ,High Performance Computing,Dr. tapsya,3,2,0,4,2
1510,CSE4001 ,Parallel and Distributed Computing,Dr. rijul,5,4,4,3,4
1511,CSE3506,Essentials of Data Analytics,Dr. kunal,3,1,1,2,2
1512,CSE4019 ,Image Processing,Dr. mesak,2,3,2,1,3
1513,CSE3006 ,Embedded System Design,Dr. chaterpal,1,5,3,4,3
1514,CSE4020 ,Machine Learning,Dr. munnu,3,5,3,4,4
1515,CSE3020 ,Data Visualization,Dr. ravishankar,4,4,1,5,2
1516,MAT1014,Discrete Mathematics and Graph Theory,Dr. ebane,4,5,1,2,2
1517,CSE1007 ,Java Programming,Dr. sabbab,2,2,1,4,4
1518,CSE4003 ,Cyber Security,Dr. swedesh,2,4,2,5,2
1519,CSE4011 ,Virtualization,Dr. swapanesh,3,4,1,2,2
1520,CSE4015 ,Human Computer Interaction,Dr. umang,1,4,1,2,4
1521,CSE3002 ,Internet and Web Programming,Dr. navjat,1,1,1,2,2
1522,CSE1007 ,Java Programming,Dr. narayan,5,2,2,2,4
1523,CSE3018 ,Content Based Image and Video Retrieval,Dr. akansha,1,4,1,2,2
1524,CSE3009 ,Internet of Things,Dr. rameswar,4,5,1,2,5
1525,CSE3024 ,Web Mining,Dr. binu,2,1,0,5,2
1526,CSE3009 ,Internet of Things,Dr. bhagwat,2,5,1,5,2
1527,CSE3024 ,Web Mining,Dr. laxminarain,2,5,1,5,2
1528,CSE2001 ,Computer Architecture and Organization,Dr. rajkali,3,1,0,5,2
1529,CSE3018 ,Content Based Image and Video Retrieval,Dr. abhaysingh,2,5,4,4,5
1530,CSE4011 ,Virtualization,Dr. diwansi,1,2,3,4,4
1531,CSE3025 ,Large Scale Data Processing,Dr. beeuty,3,4,2,4,4
1532,MAT1014,Discrete Mathematics and Graph Theory,Dr. kanak,4,2,4,5,5
1533,CSE2006 ,Microprocessor and Interfacing,Dr. gurvinder,3,4,2,5,3
1534,CSE4015 ,Human Computer Interaction,Dr. pushpanjali,3,4,0,4,2
1535,CSE3013 ,Artificial Intelligence,Dr. snehlata,5,1,4,3,5
1536,EEE1001,Basic Electrical and Electronics Engineering,Dr. asharani,3,2,0,2,2
1537,CSE1007 ,Java Programming,Dr. umanath,5,5,1,5,3
1538,CSE3002 ,Internet and Web Programming,Dr. handu,5,1,5,5,5
1539,CSE4011 ,Virtualization,Dr. anantram,2,4,0,5,4
1540,CSE3011 ,Robotics and its Applications,Dr. jaibhagwan,4,1,2,2,3
1541,CSE3506,Essentials of Data Analytics,Dr. deeya,3,3,4,2,5
1542,CSE1007 ,Java Programming,Dr. padma,4,3,2,4,5
1543,CSE3020 ,Data Visualization,Dr. suwa,2,1,1,1,2
1544,CSE3013 ,Artificial Intelligence,Dr. umesh,1,5,3,5,5
1545,CSE3029 ,Game Programming,Dr. prshant,3,5,2,3,3
1546,MAT3004 ,Applied Linear Algebra,Dr. sushri,5,1,1,5,2
1547,CSE3013 ,Artificial Intelligence,Dr. sagita,5,2,2,1,2
1548,CSE3001 ,Software Engineering,Dr. hardev,1,3,1,3,3
1549,CSE2005 ,Operating Systems,Dr. ezaz,3,4,2,2,2
1550,CSE4011 ,Virtualization,Dr. archna,3,4,2,3,4
1551,CSE1003 ,Digital Logic and Design,Dr. ballu,4,4,2,5,3
1552,CSE2011 ,Data Structures and Algorithms,Dr. bivla,5,1,2,2,3
1553,CSE3025 ,Large Scale Data Processing,Dr. jaspreet,5,4,2,4,2
1554,CSE2023,Robotic Process Automation,Dr. jumman,4,3,3,4,2
1555,CSE2013,Theory of Computation,Dr. eldro,4,4,0,5,2
1556,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. parashu,2,3,3,3,3
1557,CSE4022 ,Natural Language Processing,Dr. rajam,3,5,3,3,5
1558,ECE3502,IoT Domain Analyst,Dr. nano,5,4,2,4,5
1559,CSE4014 ,High Performance Computing,Dr. narbahadur,5,5,2,2,3
1560,CSE4003 ,Cyber Security,Dr. anli,3,1,2,2,5
1561,CSE4014 ,High Performance Computing,Dr. sourav,3,1,4,4,5
1562,MAT2002,Applications of Differential and Difference Equations,Dr. phoolmani,1,3,2,3,4
1563,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. nej,2,5,2,4,3
1564,CSE4022 ,Natural Language Processing,Dr. parbhat,1,1,2,1,3
1565,CSE3009 ,Internet of Things,Dr. roshan,3,4,1,3,2
1566,CSE3021 ,Social and Information Networks,Dr. seeriya,5,5,0,2,2
1567,CSE3011 ,Robotics and its Applications,Dr. shakib,1,4,3,4,2
1568,CSE3025 ,Large Scale Data Processing,Dr. tasnim,5,3,1,1,2
1569,CSE2012,Design and analysis of algorithms,Dr. mushrraf,2,2,2,5,4
1570,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. aman,2,3,2,5,5
1571,CSE3021 ,Social and Information Networks,Dr. rukshana,3,3,2,1,2
1572,MAT2002,Applications of Differential and Difference Equations,Dr. tirlok,4,3,2,1,4
1573,CSE4014 ,High Performance Computing,Dr. bhagipuri,3,3,1,3,5
1574,CSE3018 ,Content Based Image and Video Retrieval,Dr. mercy,1,4,1,5,3
1575,CSE4015 ,Human Computer Interaction,Dr. chootu,3,2,2,3,5
1576,CSE3025 ,Large Scale Data Processing,Dr. tavvasum,5,5,1,2,5
1577,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. farha,4,5,0,4,2
1578,CSE4001 ,Parallel and Distributed Computing,Dr. kedarnath,5,1,4,1,5
1579,CSE3024 ,Web Mining,Dr. fiyaz,2,1,1,2,5
1580,CSE3011 ,Robotics and its Applications,Dr. mohni,4,1,2,5,3
1581,CSE2013,Theory of Computation,Dr. sakiran,4,2,1,3,2
1582,CSE4022 ,Natural Language Processing,Dr. antima,1,5,5,4,5
1583,CSE4014 ,High Performance Computing,Dr. tikaram,3,2,4,5,5
1584,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. kalyan,1,4,0,3,3
1585,CSE4014 ,High Performance Computing,Dr. janesh,1,1,3,3,2
1586,CSE3001 ,Software Engineering,Dr. rukya,3,3,1,3,2
1587,CSE3025 ,Large Scale Data Processing,Dr. avantika,2,3,0,3,4
1588,CSE4001 ,Parallel and Distributed Computing,Dr. ramkali,5,5,1,2,4
1589,CSE4014 ,High Performance Computing,Dr. kohinoor,1,5,5,4,5
1590,CSE3011 ,Robotics and its Applications,Dr. kamna,2,3,2,2,3
1591,CSE3001 ,Software Engineering,Dr. nurjaha,3,1,4,1,4
1592,CSE2013,Theory of Computation,Dr. boby,1,1,0,3,3
1593,ECE3501,IoT Fundamentals,Dr. sahida,2,3,5,1,5
1594,CSE3025 ,Large Scale Data Processing,Dr. sangita,3,2,1,5,3
1595,CSE3025 ,Large Scale Data Processing,Dr. madhuri,3,2,0,3,2
1596,CSE1004 ,Network and Communication,Dr. bhavana,2,5,2,1,4
1597,CSE2014,Compiler Design,Dr. anam,3,3,1,5,2
1598,CSE2001 ,Computer Architecture and Organization,Dr. sazia,3,4,2,4,4
1599,CSE4003 ,Cyber Security,Dr. kumarage,2,3,2,5,5
1600,CSE3002 ,Internet and Web Programming,Dr. shanty,3,3,2,5,2
1601,CSE3021 ,Social and Information Networks,Dr. indraj,5,4,2,2,3
1602,CSE3002 ,Internet and Web Programming,Dr. munia,4,2,1,5,5
1603,CSE3001 ,Software Engineering,Dr. maha,3,4,2,2,2
1604,EEE1001,Basic Electrical and Electronics Engineering,Dr. vinit,5,4,0,4,3
1605,CSE2004 ,Database Management Systems,Dr. shiya,3,4,1,2,2
1606,CSE2004 ,Database Management Systems,Dr. geesa,5,3,0,1,3
1607,CSE2014,Compiler Design,Dr. suhaliya,1,4,0,1,5
1608,CSE2014,Compiler Design,Dr. suhagini,4,3,0,3,2
1609,CSE4003 ,Cyber Security,Dr. manash,1,4,2,1,3
1610,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. bhuneshwar,2,1,1,4,4
1611,MAT2002,Applications of Differential and Difference Equations,Dr. sushmita,3,2,1,1,4
1612,CSE2004 ,Database Management Systems,Dr. monu,4,5,2,2,4
1613,ECE3502,IoT Domain Analyst,Dr. janwi,2,1,1,3,5
1614,CSE2001 ,Computer Architecture and Organization,Dr. akheelesh,2,2,1,5,5
1615,CSE1004 ,Network and Communication,Dr. rina,1,5,4,5,5
1616,CSE2011 ,Data Structures and Algorithms,Dr. tariq,3,2,4,3,5
1617,CSE3011 ,Robotics and its Applications,Dr. istikar,2,1,2,4,4
1618,MAT2002,Applications of Differential and Difference Equations,Dr. gayatri,4,4,3,2,3
1619,MAT1014,Discrete Mathematics and Graph Theory,Dr. liveri,5,5,2,4,4
1620,ECE3502,IoT Domain Analyst,Dr. sazmin,1,2,0,2,2
1621,CSE2005 ,Operating Systems,Dr. ruzina,2,5,0,3,4
1622,CSE2014,Compiler Design,Dr. karshma,1,5,1,1,4
1623,CSE4020 ,Machine Learning,Dr. arif,4,4,2,3,2
1624,CSE4003 ,Cyber Security,Dr. dhana,5,3,1,4,4
1625,CSE3029 ,Game Programming,Dr. bhakuni,4,4,1,1,2
1626,CSE4020 ,Machine Learning,Dr. shamshina,3,5,2,2,2
1627,CSE3502,Information Security Management,Dr. shiraj,4,2,2,4,2
1628,CSE3502,Information Security Management,Dr. happy,1,3,1,1,3
1629,CSE3009 ,Internet of Things,Dr. januka,1,2,5,1,5
1630,CSE4020 ,Machine Learning,Dr. shikha,3,1,1,5,4
1631,CSE3501,Information Security Analysis and Audit,Dr. pooga,5,2,0,4,5
1632,CSE2005 ,Operating Systems,Dr. satish,1,4,1,1,5
1633,CSE2005 ,Operating Systems,Dr. kaari,2,4,1,2,3
1634,CSE1006 ,Blockchain and Cryptocurrency Technologies,Dr. parmeshwar,4,1,1,4,2
1635,CSE3505,Foundations of Data Analytics,Dr. mandu,3,1,1,2,2
1636,CSE3013 ,Artificial Intelligence,Dr. parbhudayal,4,1,2,1,3
1637,CSE4003 ,Cyber Security,Dr. honey,2,3,1,1,4
1638,ECE3502,IoT Domain Analyst,Dr. nargesh,4,5,0,2,2
1639,CSE3025 ,Large Scale Data Processing,Dr. asha,5,1,2,5,4
1640,CSE2014,Compiler Design,Dr. upasana,1,3,2,4,2
1641,ECE3501,IoT Fundamentals,Dr. ramvati,1,4,4,5,5
1642,CSE3501,Information Security Analysis and Audit,Dr. paro,5,5,1,2,3
1643,CSE4003 ,Cyber Security,Dr. haridutt,1,3,3,2,4
1644,CSE3009 ,Internet of Things,Dr. bhushan,2,5,2,5,2
1645,CSE3006 ,Embedded System Design,Dr. rehan,3,1,3,3,5
1646,CSE2011 ,Data Structures and Algorithms,Dr. ridhima,1,3,1,5,4
1647,CSE2001 ,Computer Architecture and Organization,Dr. ravishankar,3,3,3,3,5
1648,CSE3502,Information Security Management,Dr. munsi,1,4,2,5,3
1649,CSE2011 ,Data Structures and Algorithms,Dr. ajaypal,3,2,2,2,5
1650,CSE4004 ,Digital Forensics,Dr. shibu,3,3,2,3,4
1651,CSE4014 ,High Performance Computing,Dr. devya,2,1,0,2,3
1652,CSE3024 ,Web Mining,Dr. suda,3,2,1,3,3
1653,CSE4003 ,Cyber Security,Dr. sadabrij,2,1,4,1,4
1654,CSE4014 ,High Performance Computing,Dr. palaram,4,2,2,4,3
1655,CSE2006 ,Microprocessor and Interfacing,Dr. ankeet,5,4,1,1,2
1656,CSE4001 ,Parallel and Distributed Computing,Dr. mamta,2,5,3,2,4
1657,CSE3020 ,Data Visualization,Dr. srita,3,1,4,2,5
1658,CSE3505,Foundations of Data Analytics,Dr. kajar,3,5,2,1,3
1659,CSE4011 ,Virtualization,Dr. nikhleshwar,2,5,2,4,4
1660,CSE4014 ,High Performance Computing,Dr. kumar,5,2,1,5,4
1661,CSE3011 ,Robotics and its Applications,Dr. devasish,5,1,1,1,4
